controller,scenario,ablation,metric,n,mean,median,std,min,max,ci95_low,ci95_high
trained_dqn,E,no_predictive,energy_not_served_mwh,10,9.61824,9.565001,1.945229,6.692814,13.933722,8.545719,10.823544
trained_dqn,E,no_predictive,total_customer_minutes_interrupted,10,585.6,581.0,98.880624,467.0,722.0,528.6,644.5
trained_dqn,E,no_predictive,restoration_rate,10,0.208632,0.211111,0.161049,0.0,0.545455,0.119192,0.306713
trained_dqn,E,no_predictive,avg_restoration_steps,10,21.916667,20.75,21.250309,0.0,68.333333,10.616667,35.417083
trained_dqn,E,no_predictive,critical_load_interruption_steps,10,80.0,80.0,0.0,80.0,80.0,80.0,80.0
trained_dqn,E,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,E,no_twin,energy_not_served_mwh,10,9.61824,9.565001,1.945229,6.692814,13.933722,8.545719,10.823544
trained_dqn,E,no_twin,total_customer_minutes_interrupted,10,585.6,581.0,98.880624,467.0,722.0,528.6,644.5
trained_dqn,E,no_twin,restoration_rate,10,0.208632,0.211111,0.161049,0.0,0.545455,0.119192,0.306713
trained_dqn,E,no_twin,avg_restoration_steps,10,21.916667,20.75,21.250309,0.0,68.333333,10.616667,35.417083
trained_dqn,E,no_twin,critical_load_interruption_steps,10,80.0,80.0,0.0,80.0,80.0,80.0,80.0
trained_dqn,E,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,I,full_stack,energy_not_served_mwh,10,4.842225,4.463131,1.532445,2.778081,8.359008,4.028816,5.818298
trained_dqn,I,full_stack,total_customer_minutes_interrupted,10,389.5,388.0,58.397584,331.0,524.0,358.6,426.7
trained_dqn,I,full_stack,restoration_rate,10,0.378478,0.428571,0.243271,0.0,0.7,0.230556,0.515685
trained_dqn,I,full_stack,avg_restoration_steps,10,38.985714,42.642857,24.9543,0.0,69.0,23.775595,53.224048
trained_dqn,I,full_stack,critical_load_interruption_steps,10,75.7,80.0,7.008725,60.0,80.0,71.3,79.3
trained_dqn,I,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,I,no_ems,energy_not_served_mwh,10,4.842225,4.463131,1.532445,2.778081,8.359008,4.028816,5.818298
trained_dqn,I,no_ems,total_customer_minutes_interrupted,10,389.5,388.0,58.397584,331.0,524.0,358.6,426.7
trained_dqn,I,no_ems,restoration_rate,10,0.378478,0.428571,0.243271,0.0,0.7,0.230556,0.515685
trained_dqn,I,no_ems,avg_restoration_steps,10,38.985714,42.642857,24.9543,0.0,69.0,23.775595,53.224048
trained_dqn,I,no_ems,critical_load_interruption_steps,10,75.7,80.0,7.008725,60.0,80.0,71.3,79.3
trained_dqn,I,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,I,no_lstm,energy_not_served_mwh,10,4.842225,4.463131,1.532445,2.778081,8.359008,4.028816,5.818298
trained_dqn,I,no_lstm,total_customer_minutes_interrupted,10,389.5,388.0,58.397584,331.0,524.0,358.6,426.7
trained_dqn,I,no_lstm,restoration_rate,10,0.378478,0.428571,0.243271,0.0,0.7,0.230556,0.515685
trained_dqn,I,no_lstm,avg_restoration_steps,10,38.985714,42.642857,24.9543,0.0,69.0,23.775595,53.224048
trained_dqn,I,no_lstm,critical_load_interruption_steps,10,75.7,80.0,7.008725,60.0,80.0,71.3,79.3
trained_dqn,I,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,I,no_predictive,energy_not_served_mwh,10,4.842225,4.463131,1.532445,2.778081,8.359008,4.028816,5.818298
trained_dqn,I,no_predictive,total_customer_minutes_interrupted,10,389.5,388.0,58.397584,331.0,524.0,358.6,426.7
trained_dqn,I,no_predictive,restoration_rate,10,0.378478,0.428571,0.243271,0.0,0.7,0.230556,0.515685
trained_dqn,I,no_predictive,avg_restoration_steps,10,38.985714,42.642857,24.9543,0.0,69.0,23.775595,53.224048
trained_dqn,I,no_predictive,critical_load_interruption_steps,10,75.7,80.0,7.008725,60.0,80.0,71.3,79.3
trained_dqn,I,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,I,no_twin,energy_not_served_mwh,10,4.842225,4.463131,1.532445,2.778081,8.359008,4.028816,5.818298
trained_dqn,I,no_twin,total_customer_minutes_interrupted,10,389.5,388.0,58.397584,331.0,524.0,358.6,426.7
trained_dqn,I,no_twin,restoration_rate,10,0.378478,0.428571,0.243271,0.0,0.7,0.230556,0.515685
trained_dqn,I,no_twin,avg_restoration_steps,10,38.985714,42.642857,24.9543,0.0,69.0,23.775595,53.224048
trained_dqn,I,no_twin,critical_load_interruption_steps,10,75.7,80.0,7.008725,60.0,80.0,71.3,79.3
trained_dqn,I,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,J,full_stack,energy_not_served_mwh,10,42.640584,40.484912,9.401733,30.16013,56.709259,37.318839,48.251489
trained_dqn,J,full_stack,total_customer_minutes_interrupted,10,3958.8,3945.0,617.333297,3059.0,5196.0,3606.8725,4339.7325
trained_dqn,J,full_stack,restoration_rate,10,0.123861,0.121429,0.104757,0.0,0.272727,0.06389,0.186039
trained_dqn,J,full_stack,avg_restoration_steps,10,96.7,43.416667,122.503434,0.0,316.0,31.132083,174.667083
trained_dqn,J,full_stack,critical_load_interruption_steps,10,326.5,345.5,145.300646,25.0,480.0,236.4,406.2
trained_dqn,J,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,J,no_ems,energy_not_served_mwh,10,42.640584,40.484912,9.401733,30.16013,56.709259,37.318839,48.251489
trained_dqn,J,no_ems,total_customer_minutes_interrupted,10,3958.8,3945.0,617.333297,3059.0,5196.0,3606.8725,4339.7325
trained_dqn,J,no_ems,restoration_rate,10,0.123861,0.121429,0.104757,0.0,0.272727,0.06389,0.186039
trained_dqn,J,no_ems,avg_restoration_steps,10,96.7,43.416667,122.503434,0.0,316.0,31.132083,174.667083
trained_dqn,J,no_ems,critical_load_interruption_steps,10,326.5,345.5,145.300646,25.0,480.0,236.4,406.2
trained_dqn,J,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,J,no_lstm,energy_not_served_mwh,10,42.640584,40.484912,9.401733,30.16013,56.709259,37.318839,48.251489
trained_dqn,J,no_lstm,total_customer_minutes_interrupted,10,3958.8,3945.0,617.333297,3059.0,5196.0,3606.8725,4339.7325
trained_dqn,J,no_lstm,restoration_rate,10,0.123861,0.121429,0.104757,0.0,0.272727,0.06389,0.186039
trained_dqn,J,no_lstm,avg_restoration_steps,10,96.7,43.416667,122.503434,0.0,316.0,31.132083,174.667083
trained_dqn,J,no_lstm,critical_load_interruption_steps,10,326.5,345.5,145.300646,25.0,480.0,236.4,406.2
trained_dqn,J,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,J,no_predictive,energy_not_served_mwh,10,42.640584,40.484912,9.401733,30.16013,56.709259,37.318839,48.251489
trained_dqn,J,no_predictive,total_customer_minutes_interrupted,10,3958.8,3945.0,617.333297,3059.0,5196.0,3606.8725,4339.7325
trained_dqn,J,no_predictive,restoration_rate,10,0.123861,0.121429,0.104757,0.0,0.272727,0.06389,0.186039
trained_dqn,J,no_predictive,avg_restoration_steps,10,96.7,43.416667,122.503434,0.0,316.0,31.132083,174.667083
trained_dqn,J,no_predictive,critical_load_interruption_steps,10,326.5,345.5,145.300646,25.0,480.0,236.4,406.2
trained_dqn,J,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trained_dqn,J,no_twin,energy_not_served_mwh,10,42.640584,40.484912,9.401733,30.16013,56.709259,37.318839,48.251489
trained_dqn,J,no_twin,total_customer_minutes_interrupted,10,3958.8,3945.0,617.333297,3059.0,5196.0,3606.8725,4339.7325
trained_dqn,J,no_twin,restoration_rate,10,0.123861,0.121429,0.104757,0.0,0.272727,0.06389,0.186039
trained_dqn,J,no_twin,avg_restoration_steps,10,96.7,43.416667,122.503434,0.0,316.0,31.132083,174.667083
trained_dqn,J,no_twin,critical_load_interruption_steps,10,326.5,345.5,145.300646,25.0,480.0,236.4,406.2
trained_dqn,J,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,A,full_stack,energy_not_served_mwh,10,2.498272,3.069966,2.112512,0.072741,5.120535,1.259044,3.707333
untrained_dqn,A,full_stack,total_customer_minutes_interrupted,10,263.4,286.5,120.002037,63.0,412.0,191.1975,330.7
untrained_dqn,A,full_stack,restoration_rate,10,0.474603,0.464286,0.219752,0.0,0.8,0.335714,0.595726
untrained_dqn,A,full_stack,avg_restoration_steps,10,20.920714,19.25,17.156407,0.0,50.333333,11.125625,31.388202
untrained_dqn,A,full_stack,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,A,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,A,no_ems,energy_not_served_mwh,10,2.498272,3.069966,2.112512,0.072741,5.120535,1.259044,3.707333
untrained_dqn,A,no_ems,total_customer_minutes_interrupted,10,263.4,286.5,120.002037,63.0,412.0,191.1975,330.7
untrained_dqn,A,no_ems,restoration_rate,10,0.474603,0.464286,0.219752,0.0,0.8,0.335714,0.595726
untrained_dqn,A,no_ems,avg_restoration_steps,10,20.920714,19.25,17.156407,0.0,50.333333,11.125625,31.388202
untrained_dqn,A,no_ems,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,A,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,A,no_lstm,energy_not_served_mwh,10,2.498272,3.069966,2.112512,0.072741,5.120535,1.259044,3.707333
untrained_dqn,A,no_lstm,total_customer_minutes_interrupted,10,263.4,286.5,120.002037,63.0,412.0,191.1975,330.7
untrained_dqn,A,no_lstm,restoration_rate,10,0.474603,0.464286,0.219752,0.0,0.8,0.335714,0.595726
untrained_dqn,A,no_lstm,avg_restoration_steps,10,20.920714,19.25,17.156407,0.0,50.333333,11.125625,31.388202
untrained_dqn,A,no_lstm,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,A,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,A,no_predictive,energy_not_served_mwh,10,2.498272,3.069966,2.112512,0.072741,5.120535,1.259044,3.707333
untrained_dqn,A,no_predictive,total_customer_minutes_interrupted,10,263.4,286.5,120.002037,63.0,412.0,191.1975,330.7
untrained_dqn,A,no_predictive,restoration_rate,10,0.474603,0.464286,0.219752,0.0,0.8,0.335714,0.595726
untrained_dqn,A,no_predictive,avg_restoration_steps,10,20.920714,19.25,17.156407,0.0,50.333333,11.125625,31.388202
untrained_dqn,A,no_predictive,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,A,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,A,no_twin,energy_not_served_mwh,10,2.498272,3.069966,2.112512,0.072741,5.120535,1.259044,3.707333
untrained_dqn,A,no_twin,total_customer_minutes_interrupted,10,263.4,286.5,120.002037,63.0,412.0,191.1975,330.7
untrained_dqn,A,no_twin,restoration_rate,10,0.474603,0.464286,0.219752,0.0,0.8,0.335714,0.595726
untrained_dqn,A,no_twin,avg_restoration_steps,10,20.920714,19.25,17.156407,0.0,50.333333,11.125625,31.388202
untrained_dqn,A,no_twin,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,A,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,E,full_stack,energy_not_served_mwh,10,5.384632,7.280228,4.477265,0.205588,10.12463,2.723187,7.924443
untrained_dqn,E,full_stack,total_customer_minutes_interrupted,10,431.2,505.0,244.911231,103.0,705.0,285.095,572.9
untrained_dqn,E,full_stack,restoration_rate,10,0.250047,0.215385,0.239,0.0,0.636364,0.116713,0.394545
untrained_dqn,E,full_stack,avg_restoration_steps,10,12.721429,7.666667,17.220072,0.0,54.714286,4.249583,24.148036
untrained_dqn,E,full_stack,critical_load_interruption_steps,10,52.1,80.0,36.038405,8.0,80.0,30.9,73.0
untrained_dqn,E,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,E,no_ems,energy_not_served_mwh,10,5.384632,7.280228,4.477265,0.205588,10.12463,2.723187,7.924443
untrained_dqn,E,no_ems,total_customer_minutes_interrupted,10,431.2,505.0,244.911231,103.0,705.0,285.095,572.9
untrained_dqn,E,no_ems,restoration_rate,10,0.250047,0.215385,0.239,0.0,0.636364,0.116713,0.394545
untrained_dqn,E,no_ems,avg_restoration_steps,10,12.721429,7.666667,17.220072,0.0,54.714286,4.249583,24.148036
untrained_dqn,E,no_ems,critical_load_interruption_steps,10,52.1,80.0,36.038405,8.0,80.0,30.9,73.0
untrained_dqn,E,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,E,no_lstm,energy_not_served_mwh,10,5.384632,7.280228,4.477265,0.205588,10.12463,2.723187,7.924443
untrained_dqn,E,no_lstm,total_customer_minutes_interrupted,10,431.2,505.0,244.911231,103.0,705.0,285.095,572.9
untrained_dqn,E,no_lstm,restoration_rate,10,0.250047,0.215385,0.239,0.0,0.636364,0.116713,0.394545
untrained_dqn,E,no_lstm,avg_restoration_steps,10,12.721429,7.666667,17.220072,0.0,54.714286,4.249583,24.148036
untrained_dqn,E,no_lstm,critical_load_interruption_steps,10,52.1,80.0,36.038405,8.0,80.0,30.9,73.0
untrained_dqn,E,no_lstm,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,E,no_predictive,energy_not_served_mwh,10,5.384632,7.280228,4.477265,0.205588,10.12463,2.723187,7.924443
untrained_dqn,E,no_predictive,total_customer_minutes_interrupted,10,431.2,505.0,244.911231,103.0,705.0,285.095,572.9
untrained_dqn,E,no_predictive,restoration_rate,10,0.250047,0.215385,0.239,0.0,0.636364,0.116713,0.394545
untrained_dqn,E,no_predictive,avg_restoration_steps,10,12.721429,7.666667,17.220072,0.0,54.714286,4.249583,24.148036
untrained_dqn,E,no_predictive,critical_load_interruption_steps,10,52.1,80.0,36.038405,8.0,80.0,30.9,73.0
untrained_dqn,E,no_predictive,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,E,no_twin,energy_not_served_mwh,10,5.384632,7.280228,4.477265,0.205588,10.12463,2.723187,7.924443
untrained_dqn,E,no_twin,total_customer_minutes_interrupted,10,431.2,505.0,244.911231,103.0,705.0,285.095,572.9
untrained_dqn,E,no_twin,restoration_rate,10,0.250047,0.215385,0.239,0.0,0.636364,0.116713,0.394545
untrained_dqn,E,no_twin,avg_restoration_steps,10,12.721429,7.666667,17.220072,0.0,54.714286,4.249583,24.148036
untrained_dqn,E,no_twin,critical_load_interruption_steps,10,52.1,80.0,36.038405,8.0,80.0,30.9,73.0
untrained_dqn,E,no_twin,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,I,full_stack,energy_not_served_mwh,10,2.534071,3.069966,2.145983,0.072741,5.189911,1.274597,3.760765
untrained_dqn,I,full_stack,total_customer_minutes_interrupted,10,278.3,329.5,123.554801,63.0,412.0,202.195,346.2
untrained_dqn,I,full_stack,restoration_rate,10,0.441746,0.464286,0.18626,0.0,0.7,0.320155,0.539524
untrained_dqn,I,full_stack,avg_restoration_steps,10,22.887381,21.166667,18.798951,0.0,50.333333,12.118571,34.287589
untrained_dqn,I,full_stack,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,I,full_stack,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untrained_dqn,I,no_ems,energy_not_served_mwh,10,2.534071,3.069966,2.145983,0.072741,5.189911,1.274597,3.760765
untrained_dqn,I,no_ems,total_customer_minutes_interrupted,10,278.3,329.5,123.554801,63.0,412.0,202.195,346.2
untrained_dqn,I,no_ems,restoration_rate,10,0.441746,0.464286,0.18626,0.0,0.7,0.320155,0.539524
untrained_dqn,I,no_ems,avg_restoration_steps,10,22.887381,21.166667,18.798951,0.0,50.333333,12.118571,34.287589
untrained_dqn,I,no_ems,critical_load_interruption_steps,10,46.5,55.5,34.561539,5.0,80.0,25.9,66.0
untrained_dqn,I,no_ems,voltage_violation_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
