timestamp_min,load,generation,weather
1845,0.7837,0.5337,0.0
1860,0.8631,0.514,0.0
1875,0.9003,0.5869,0.9728
1890,0.8804,0.6336,0.0
1905,0.9592,0.643,0.0
1920,1.0083,0.6815,0.0
1935,0.9824,0.7459,0.0
1950,1.0096,0.7362,0.0
1965,0.9439,0.7638,0.9476
1980,0.9613,0.7929,0.0
1995,0.8852,0.7873,0.0
2010,0.9442,0.7424,0.0
2025,0.9447,0.7644,0.0
2040,0.8867,0.8282,0.0
2055,0.8675,0.8144,0.0
2070,0.8839,0.7982,0.0
2085,0.9235,0.8177,0.0
2100,0.8486,0.804,0.0
2115,0.9238,0.8096,0.0
2130,0.966,0.7872,0.0
2145,0.9962,0.7794,0.0
2160,0.9483,0.7894,0.0
2175,1.0228,0.7589,0.0
2190,0.9748,0.7973,0.0
2205,0.9663,0.7507,0.0
2220,0.9473,0.7352,0.0
2235,0.9091,0.7394,0.0
2250,0.9249,0.7317,0.0
2265,0.8655,0.7042,0.0
2280,0.8449,0.6429,0.0
2295,0.8694,0.6721,0.0
2310,0.8549,0.628,0.0
2325,0.8788,0.6057,0.0
2340,0.9332,0.5321,0.0
2355,0.9702,0.5191,0.0
2370,0.9762,0.4581,0.0
2385,1.0067,0.4789,0.0
2400,1.1123,0.3853,0.0
2415,1.1278,0.3899,0.0
2430,1.1216,0.3951,0.0
2445,1.1735,0.3948,0.0
2460,1.2235,0.3847,0.0
2475,1.2234,0.3228,0.0
2490,1.1839,0.3471,0.0
2505,1.0932,0.3515,0.0
2520,1.0993,0.3551,0.0
2535,1.0935,0.3431,0.0
2550,1.0051,0.3441,0.0
2565,0.9495,0.3473,0.0
2580,0.9342,0.3507,0.0
2595,0.8685,0.3597,0.0
2610,0.8572,0.3435,0.0
2625,0.8403,0.3836,0.0
2640,0.8314,0.396,0.0
2655,0.7794,0.384,0.0
2670,0.7156,0.3941,0.0
2685,0.7207,0.3296,0.0
2700,0.6436,0.3731,0.0
2715,0.588,0.3968,0.0
2730,0.5162,0.3108,0.0
2745,0.4764,0.3531,0.0
2760,0.513,0.3542,0.0
2775,0.4971,0.392,0.0
2790,0.4973,0.3768,0.0
2805,0.4398,0.3388,0.0
2820,0.4167,0.3739,0.0
2835,0.4291,0.3759,0.0
2850,0.3694,0.3489,0.0
2865,0.3528,0.3834,0.0
2880,0.3484,0.4085,0.0
2895,0.2817,0.3766,0.0
2910,0.3526,0.4017,0.0
2925,0.2844,0.3445,0.0
2940,0.2904,0.3809,0.0
2955,0.268,0.3892,0.0
2970,0.2169,0.4068,0.0
2985,0.2898,0.3792,0.0
3000,0.31,0.3675,0.0
3015,0.2198,0.3741,0.0
3030,0.2907,0.4172,0.0
3045,0.2933,0.3558,0.0
3060,0.2486,0.3788,0.0
3075,0.2144,0.3355,0.0
3090,0.2733,0.396,0.0
3105,0.313,0.3751,0.0
3120,0.2908,0.3777,0.0
3135,0.3737,0.3616,0.0
3150,0.3795,0.368,0.0
3165,0.422,0.3481,0.0
3180,0.4798,0.3584,0.0
3195,0.4853,0.3745,0.0
3210,0.5536,0.3808,0.0
3225,0.5438,0.4275,0.0
3240,0.6653,0.4947,0.0
3255,0.7491,0.4733,0.0
3270,0.7476,0.5206,0.0
3285,0.808,0.5333,0.0
3300,0.8367,0.5608,0.0
3315,0.8681,0.5678,0.0
3330,0.9702,0.5878,0.0
3345,0.9492,0.6666,0.0
3360,1.0013,0.6593,0.0
3375,0.9906,0.7071,0.0
3390,0.9422,0.7565,0.0
3405,0.9943,0.7606,0.0
3420,0.967,0.7684,0.0
3435,0.966,0.7517,0.0
3450,0.8683,0.7881,0.0
3465,0.9392,0.7788,0.0
3480,0.8641,0.8037,0.0
3495,0.9112,0.7935,0.0
3510,0.9393,0.8295,0.0
3525,1.191,0.8199,0.0
3540,0.9238,0.8087,0.0
3555,0.9323,0.8121,0.9896
3570,0.947,0.7801,0.0
3585,1.0075,0.7878,0.0
3600,0.9958,0.8012,0.0
3615,0.9452,0.7864,0.0
3630,0.9966,0.7808,0.0
3645,0.9566,0.743,0.0
3660,0.9946,0.7563,0.0
3675,0.9352,0.765,0.0
3690,0.9042,0.7373,0.0
3705,0.8821,0.7081,0.0
3720,0.8444,0.6607,0.0
3735,0.8488,0.6571,0.0
3750,0.8355,0.6096,0.0
3765,0.8924,0.5671,0.0
3780,0.9195,0.552,0.0
3795,0.9092,0.5198,0.8177
3810,1.0015,0.4646,0.0
3825,0.9996,0.4607,0.0
3840,1.1249,0.393,0.0
3855,1.1213,0.3984,0.0
3870,1.0901,0.3773,0.0
3885,1.2402,0.3288,0.0
3900,1.1386,0.3364,0.0
3915,1.1987,0.3654,0.0
3930,1.1375,0.3228,0.0
3945,1.0951,0.3385,0.0
3960,1.0426,0.3636,0.0
3975,1.0975,0.3654,0.0
3990,1.0299,0.3418,0.0
4005,0.9819,0.4026,0.0
4020,0.9084,0.3429,0.0
4035,0.8917,0.3585,0.0
4050,0.8598,0.3366,0.0
4065,0.7808,0.3618,0.0
4080,0.7639,0.3836,0.0
4095,0.7942,0.3682,0.0
4110,0.7838,0.3607,0.0
4125,0.7163,0.3661,0.0
4140,0.6423,0.3651,0.0
4155,0.5278,0.3516,0.0
4170,0.5658,0.3673,0.0
4185,0.53,0.3399,0.0
4200,0.477,0.383,0.0
4215,0.5204,0.3661,0.0
4230,0.409,0.3873,0.0
4245,0.4733,0.3858,0.0
4260,0.3954,0.3742,0.0
4275,0.3779,0.3714,0.0
4290,0.3924,0.3643,0.0
4305,0.365,0.3515,0.0
4320,0.4184,0.3607,0.0
4335,0.3637,0.3363,0.0
4350,0.3047,0.3691,0.0
4365,0.2944,0.3707,0.0
4380,0.3717,0.4013,0.0
4395,0.2818,0.3786,0.0
4410,0.2727,0.3591,0.0
4425,0.3436,0.3973,0.0
4440,0.2635,0.4033,0.0
4455,0.3098,0.3536,0.0
4470,0.228,0.3493,0.0
4485,0.2569,0.375,0.0
4500,0.3065,0.3622,0.0
4515,0.2772,0.3845,0.0
4530,0.2783,0.37,0.0
4545,0.2507,0.3427,0.0
4560,0.3333,0.3308,0.0
4575,0.3254,0.3627,0.0
4590,0.3796,0.3706,0.6267
4605,0.4104,0.3665,0.0
4620,0.4328,0.393,0.0
4635,0.4929,0.3707,0.0
4650,0.5229,0.3952,0.0
4665,0.623,0.4005,0.0
4680,0.6404,0.4183,0.0
4695,0.6916,0.4764,0.0
4710,0.7732,0.4774,0.0
4725,0.7739,0.4889,0.0
4740,0.8489,0.5624,0.0
4755,0.8247,0.5897,0.0
4770,0.8765,0.5827,0.0
4785,0.9999,0.6469,0.0
4800,0.989,0.6886,0.0
4815,1.0077,0.7105,0.0
4830,0.9962,0.7108,0.0
4845,0.9603,0.7473,0.0
4860,0.9729,0.7492,0.0
4875,0.9978,0.7637,0.0
4890,0.9052,0.7696,0.6769
4905,0.8741,0.8029,0.0
4920,0.8598,0.8042,0.0
4935,0.9118,0.8429,0.0
4950,0.9008,0.7908,0.0
4965,0.877,0.8372,0.0
4980,0.8945,0.8459,0.0
4995,0.9487,0.7865,0.0
5010,0.9088,0.8024,0.0
5025,0.9787,0.7783,0.0
5040,0.9326,0.8101,0.0
5055,1.0056,0.7706,0.0
5070,0.9837,0.7684,0.0
5085,0.9532,0.779,0.0
5100,0.9544,0.7461,0.0
5115,0.8991,0.6935,0.0
5130,0.9005,0.7008,0.0
5145,0.8316,0.6603,0.0
5160,0.8448,0.6525,0.0
5175,0.8734,0.6342,0.0
5190,0.8296,0.6026,0.0
5205,0.8738,0.5807,0.0
5220,0.8839,0.523,0.0
5235,0.9343,0.4798,0.0
5250,1.0079,0.4484,0.0
5265,1.0373,0.4293,0.0
5280,1.1188,0.4187,0.0
5295,1.1195,0.3802,0.0
5310,1.1588,0.3978,0.0
5325,1.1541,0.368,0.0
5340,1.1373,0.3388,0.0
5355,1.1902,0.3532,0.0
5370,1.1194,0.3392,0.0
5385,1.1173,0.3915,0.0
5400,1.1427,0.3559,0.0
5415,1.0682,0.3557,0.0
5430,0.9913,0.3534,0.0
5445,0.9978,0.3757,0.0
5460,0.8819,0.3509,0.0
5475,0.9283,0.3983,0.0
5490,0.8036,0.356,0.0
5505,0.8196,0.3596,0.0
5520,0.7868,0.355,0.7354
5535,0.7667,0.3585,0.0
5550,0.723,0.3443,0.0
5565,0.7116,0.3742,0.0
5580,0.6312,0.3453,0.0
5595,0.6086,0.3451,0.0
5610,0.5899,0.3713,0.0
5625,0.547,0.383,0.0
5640,0.5169,0.3919,0.0
5655,0.5286,0.352,0.0
5670,0.4517,0.3149,0.0
5685,0.4293,0.3843,0.0
5700,0.4054,0.3665,0.0
5715,0.3744,0.3641,0.0
5730,0.3794,0.3486,0.0
5745,0.3791,0.3745,0.0
5760,0.361,0.3767,0.0
5775,0.3696,0.3494,0.0
5790,0.3719,0.4012,0.0
5805,0.3037,0.3405,0.0
5820,0.2802,0.3578,0.0
5835,0.3107,0.346,0.0
5850,0.287,0.3877,0.0
5865,0.2223,0.3612,0.0
5880,0.2773,0.3509,0.0
5895,0.2246,0.4006,0.0
5910,0.2798,0.3709,0.0
5925,0.3003,0.3794,0.0
5940,0.2201,0.3705,0.0
5955,0.2729,0.3455,0.0
5970,0.299,0.4097,0.0
5985,0.3168,0.3497,0.0
6000,0.2623,0.3581,0.0
6015,0.3681,0.3983,0.0
6030,0.388,0.3256,0.0
6045,0.3975,0.3387,0.0
6060,0.5035,0.38,0.0
6075,0.5138,0.3422,0.0
6090,0.5978,0.4361,0.0
6105,0.5539,0.466,0.0
6120,0.6669,0.4229,0.0
6135,0.6937,0.427,0.0
6150,0.735,0.5062,0.0
6165,0.805,0.5365,0.0
6180,0.8462,0.533,0.0
6195,0.8945,0.5664,0.0
6210,0.9109,0.6242,0.0
6225,0.9694,0.6427,0.0
6240,1.0156,0.675,0.0
6255,0.9857,0.7265,0.0
6270,1.0152,0.7784,0.0
6285,0.8939,0.7627,0.0
6300,0.9367,0.742,0.0
6315,0.9087,0.787,0.0
6330,0.949,0.8084,0.0
6345,0.8807,0.8207,0.0
6360,0.8887,0.8176,0.0
6375,0.9142,0.8422,0.0
6390,0.8794,0.7916,0.0
6405,0.8453,0.8111,0.0
6420,0.872,0.808,0.0
6435,0.9243,0.8314,0.0
6450,0.9246,0.8207,0.0
6465,0.966,0.7969,0.0
6480,0.9994,0.7773,0.0
6495,1.0121,0.7509,0.0
6510,0.9823,0.7389,0.0
6525,0.959,0.7849,0.0
6540,0.9505,0.7488,0.0
6555,0.9285,0.7366,0.0
6570,0.8939,0.7129,0.0
6585,0.8335,0.6789,0.0
6600,0.8897,0.6944,0.0
6615,0.8529,0.6207,0.0
6630,0.8579,0.5813,0.0
6645,0.9137,0.5842,0.0
6660,0.9137,0.5344,0.0
6675,1.0017,0.513,0.0
6690,1.0426,0.514,0.0
6705,1.0371,0.455,0.0
6720,1.0792,0.4266,0.0
6735,1.1229,0.401,0.0
6750,1.1343,0.3719,0.0
6765,1.218,0.4048,0.0
6780,1.2201,0.3232,0.0
6795,1.1553,0.4224,0.0
6810,1.1571,0.3636,0.0
6825,1.1169,0.3597,0.0
6840,1.1303,0.2976,0.0
6855,1.0666,0.369,0.0
6870,1.0378,0.3424,0.0
6885,0.9587,0.3833,0.0
6900,0.9055,0.3566,0.0
6915,0.8752,0.3711,0.0
6930,0.8244,0.3485,0.0
6945,0.8672,0.3774,0.0
6960,0.8248,0.3699,0.0
6975,0.748,0.3902,0.0
6990,0.7013,0.3616,0.0
7005,0.7073,0.4281,0.0
7020,0.6097,0.3772,0.6412
7035,0.6655,0.3575,0.0
7050,0.5821,0.3577,0.0
7065,0.5741,0.3843,0.0
7080,0.4749,0.3427,0.0
7095,0.5094,0.3737,0.0
7110,0.4894,0.3241,0.0
7125,0.4693,0.3573,0.0
7140,0.4176,0.3324,0.0
7155,0.4,0.3852,0.0
7170,0.3406,0.3689,0.0
7185,0.3768,0.3255,0.0
7200,0.3313,0.3655,0.0
7215,0.3284,0.3831,0.0
7230,0.3185,0.3739,0.0
7245,0.331,0.379,0.8282
7260,0.2749,0.3791,0.0
7275,0.3167,0.3841,0.0
7290,0.3087,0.3562,0.0
7305,0.2394,0.3709,0.0
7320,0.2985,0.3853,0.0
7335,0.2519,0.3621,0.0
7350,0.2606,0.4045,0.0
7365,0.3006,0.3716,0.0
7380,0.2364,0.373,0.0
7395,0.2884,0.3854,0.0
7410,0.2882,0.3547,0.0
7425,0.3003,0.353,0.0
7440,0.2976,0.3592,0.0
7455,0.2906,0.3846,0.0
7470,0.3391,0.3523,0.0
7485,0.417,0.3789,0.0
7500,0.4544,0.3234,0.0
7515,0.4424,0.3747,0.0
7530,0.5447,0.3963,0.0
7545,0.6051,0.4297,0.0
7560,0.6765,0.4077,0.0
7575,0.6775,0.4509,0.0
7590,0.7285,0.5115,0.0
7605,0.7727,0.5486,0.0
7620,0.884,0.5223,0.0
7635,0.9099,0.5371,0.0
7650,0.9779,0.5916,0.0
7665,0.9876,0.668,0.0
7680,0.9547,0.6787,0.0
7695,1.0353,0.6962,0.0
7710,0.9972,0.7195,0.0
7725,0.9643,0.7433,0.0
7740,0.9319,0.749,0.0
7755,0.9305,0.7504,0.0
7770,0.9222,0.7992,0.0
7785,0.9188,0.783,0.0
7800,0.8711,0.8154,0.0
7815,0.8346,0.8003,0.0
7830,0.8726,0.8182,0.0
7845,0.8908,0.8255,0.0
7860,0.8918,0.828,0.0
7875,0.8674,0.7649,0.0
7890,0.9577,0.7873,0.0
7905,0.9197,0.8358,0.0
7920,0.9811,0.7919,0.0
7935,0.9817,0.7605,0.0
7950,0.9943,0.7809,0.0
7965,0.9375,0.7419,0.0
7980,0.934,0.7541,0.0
7995,0.934,0.7585,0.0
8010,0.9099,0.7079,0.0
8025,0.8652,0.6916,0.0
8040,0.8276,0.6923,0.0
8055,0.8794,0.6347,0.0
8070,0.829,0.5756,0.0
8085,0.9035,0.6161,0.0
8100,0.8995,0.5583,0.0
8115,0.9249,0.5398,0.0
8130,1.009,0.4616,0.0
8145,1.0173,0.4545,0.0
8160,1.1813,0.4324,0.0
8175,1.102,0.4317,0.0
8190,1.1407,0.3645,0.0
8205,1.1977,0.3836,0.0
8220,1.2266,0.3654,0.0
8235,1.228,0.3228,0.0
8250,1.1299,0.3594,0.0
8265,1.1202,0.3343,0.0
8280,1.0797,0.3586,0.0
8295,1.0968,0.3421,0.0
8310,1.0167,0.358,0.0
8325,0.9772,0.379,0.0
8340,0.9433,0.3863,0.0
8355,0.8321,0.348,0.0
8370,0.8883,0.3452,0.0
8385,0.7835,0.3453,0.0
8400,0.8331,0.3594,0.0
8415,0.7445,0.3632,0.0
8430,0.6856,0.4099,0.0
8445,0.6939,0.3897,0.0
8460,0.5958,0.384,0.0
8475,0.6319,0.3715,0.0
8490,0.5818,0.3904,0.0
8505,0.597,0.3732,0.0
8520,0.5257,0.3787,0.0
8535,0.405,0.3799,0.0
8550,0.4414,0.3888,0.0
8565,0.4328,0.3648,0.0
8580,0.374,0.3431,0.0
8595,0.3349,0.361,0.0
8610,0.361,0.3263,0.0
8625,0.4174,0.3639,0.0
8640,0.3493,0.399,0.0
8655,0.3416,0.3838,0.0
8670,0.3458,0.3415,0.0
8685,0.3077,0.3752,0.0
8700,0.2715,0.4113,0.0
8715,0.2888,0.3695,0.0
8730,0.2325,0.3795,0.0
8745,0.2327,0.3433,0.0
8760,0.2626,0.4086,0.0
8775,0.2972,0.3641,0.0
8790,0.2109,0.4008,0.0
8805,0.2812,0.3961,0.0
8820,0.2202,0.3509,0.0
8835,0.269,0.3724,0.0
8850,0.2616,0.3954,0.0
8865,0.264,0.3592,0.0
8880,0.3945,0.3608,0.0
8895,0.3207,0.3481,0.0
8910,0.3674,0.3406,0.0
8925,0.3984,0.3454,0.0
8940,0.4467,0.3756,0.0
8955,0.4743,0.3848,0.0
8970,0.5278,0.4037,0.0
8985,0.6186,0.4146,0.0
9000,0.6852,0.4225,0.0
9015,0.7681,0.4679,0.0
9030,0.7151,0.5131,0.0
9045,0.7663,0.5156,0.0
9060,0.8743,0.5566,0.0
9075,0.9094,0.5567,0.0
9090,0.934,0.5961,0.0
9105,0.9502,0.6128,0.0
9120,0.9498,0.6609,0.0
9135,0.9692,0.707,0.0
9150,0.992,0.7287,0.0
9165,1.0072,0.7158,0.0
9180,0.9461,0.7329,0.0
9195,0.93,0.7587,0.0
9210,0.9338,0.8137,0.0
9225,0.8718,0.8206,0.0
9240,0.9144,0.8464,0.7259
9255,0.8923,0.866,0.0
9270,0.8974,0.831,0.0
9285,0.9396,0.8653,0.0
9300,0.9095,0.7899,0.0
9315,0.8955,0.8165,0.0
9330,0.8852,0.7641,0.0
9345,0.9987,0.7719,0.0
9360,0.9628,0.7842,0.0
9375,0.9837,0.7776,0.0
9390,0.9879,0.7752,0.0
9405,0.9575,0.7788,0.0
9420,0.9618,0.7747,0.0
9435,0.9323,0.7594,0.0
9450,0.9001,0.7089,0.0
9465,0.9019,0.7002,0.0
9480,0.871,0.6937,0.0
9495,0.8763,0.6597,0.0
9510,0.8624,0.5881,0.0
9525,0.8594,0.5653,0.0
9540,0.8509,0.5171,0.0
9555,0.9365,0.5318,0.0
9570,1.0138,0.4757,0.0
9585,1.0453,0.4741,0.0
9600,1.106,0.3925,0.0
9615,1.1285,0.3937,0.0
9630,1.1628,0.3726,0.0
9645,1.1848,0.4152,0.0
9660,1.1926,0.3789,0.0
9675,1.195,0.3635,0.0
9690,1.1643,0.3803,0.0
9705,1.0941,0.3594,0.0
9720,1.0874,0.3314,0.0
9735,1.1087,0.3293,0.0
9750,1.0148,0.3498,0.0
9765,0.8969,0.3618,0.0
9780,0.903,0.3258,0.0
9795,0.8121,0.3488,0.0
9810,0.8291,0.3748,0.6797
9825,0.8446,0.3704,0.0
9840,0.7814,0.4095,0.0
9855,0.7373,0.3664,0.0
9870,0.7367,0.3538,0.0
9885,0.686,0.3774,0.0
9900,0.6719,0.3916,0.0
9915,0.6223,0.3916,0.0
9930,0.5833,0.3724,0.0
9945,0.5894,0.4128,0.0
9960,0.5575,0.3753,0.0
9975,0.4714,0.3671,0.0
9990,0.4569,0.3745,0.0
10005,0.4079,0.3478,0.0
10020,0.3858,0.3951,0.6375
10035,0.4156,0.3704,0.0
10050,0.4123,0.3359,0.0
10065,0.3788,0.3833,0.0
